file,time,word,phoneme,automatic_ipa,F1,F2,F3,syllable_position,syllable,initial_syllable
Bulat,113.38664658420241,бушатуы,ы,ɯ,520.685227017744,1266.251274159281,2382.4752004186626,4,уы,final syllable
Bulat,114.26599167031023,баганаларда,а,ɒ,554.5065310733337,966.6198062722093,2397.4877574048,1,ба,initial syllable
Bulat,114.37504714579477,баганаларда,а,ɒ,656.1976751510789,1109.4569859811747,2589.7201650087245,2,га,outside initial syllable
Bulat,114.50794950505212,баганаларда,а,ɑ,721.5928795116994,1243.9799983735002,2570.512731073597,3,на,outside initial syllable
Bulat,114.64659527975128,баганаларда,а,ɑ,642.763879669073,1309.3358240885966,2540.5864951006765,4,лар,outside initial syllable
Bulat,114.93752764047701,баганаларда,а,ɑ,688.133026606131,1442.8459196199906,2703.4125694549343,5,да,final syllable
Bulat,115.82641980662217,бүтәннәргә,ү,y,355.2350197391451,1452.4771175320361,2374.116946170058,,,
Bulat,115.96209064694699,бүтәннәргә,ә,æ,500.3930691583186,1613.2984049122126,2545.7244763299273,1,бү,initial syllable
Bulat,116.16238291960369,бүтәннәргә,ә,æ,626.3846841455577,1652.36716846596,2519.3137649792056,2,тән,outside initial syllable
Bulat,116.42554802573238,бүтәннәргә,ә,æ,602.9130070661448,1898.411752099753,2485.793042926565,3,нәр,final syllable
Bulat,120.05868191255308,аулагында,а,ɑ,714.0015429418005,1030.6359466281388,2494.2109626562824,1,ау,initial syllable
Bulat,120.26935343877899,аулагында,а,ɑ,689.9774963299762,1192.400448764663,2567.970651581353,2,ла,outside initial syllable
Bulat,120.38082526576258,аулагында,ы,ɯ,664.7186873586683,1216.2619975887544,2559.1512585716946,3,гын,outside initial syllable
Bulat,120.6456986895126,аулагында,а,ɑ,705.7842644789755,1382.7785123266308,2602.2958822049914,4,да,final syllable
Bulat,133.5435200642207,иясенә,и,i,309.6521311630249,2142.3843035507957,3063.3781627273424,1,ия,initial syllable
Bulat,133.68782604528624,иясенә,ә,æ,513.599329282127,1825.2596688047315,2480.96888711865,2,се,outside initial syllable
Bulat,133.90506783144914,иясенә,е,e,509.66279235015253,1634.690736445823,2833.9759287625952,3,нә,outside initial syllable
Bulat,134.11957284172658,иясенә,ә,æ,627.255726877072,1672.9894567832264,2803.861688612896,4,CHECK,final syllable
Bulat,136.57419420396909,гомеренең,о,o,535.7880429227689,1180.2101850244753,2203.461919995739,1,го,initial syllable
Bulat,136.70836556561267,гомеренең,е,e,505.09243833448477,1422.0286176714294,2349.9311691846287,2,ме,outside initial syllable
Bulat,136.80753570247964,гомеренең,е,e,501.1434858269316,1615.8904900290947,2435.235344769417,3,ре,outside initial syllable
Bulat,136.9737915201684,гомеренең,е,e,515.2993950924516,1726.2197287832807,2492.447160087532,4,нең,final syllable
Bulat,138.0186017471737,кунакларның,у,u,456.90339322149885,944.7878992015235,2208.1469037900847,1,ку,initial syllable
Bulat,138.1191273124358,кунакларның,а,ɑ,626.2038769559921,1269.0526099657525,2962.0363598118347,2,нак,outside initial syllable
Bulat,138.3484817574512,кунакларның,а,ɑ,652.8860765093618,1253.8287666245199,2371.373798928305,3,лар,outside initial syllable
Bulat,138.54270105344298,кунакларның,ы,ɯ,574.3444766989677,1175.450695796046,2400.2551957037936,4,ның,final syllable
Bulat,145.88636538445434,кыегындагысында,ы,ɯ,399.6715516956798,1576.3564604998005,2391.4200793267314,1,к,initial syllable
Bulat,145.97466051877038,кыегындагысында,е,e,355.0254634218337,1984.9984601938488,2559.7507384042638,2,ые,outside initial syllable
Bulat,146.1034668185349,кыегындагысында,ы,ɯ,554.2064015926786,1407.475374630985,2460.6766533896425,3,гын,outside initial syllable
Bulat,146.278534757265,кыегындагысында,а,ɑ,610.4785537315909,1353.219227714222,2488.2378536851784,4,да,outside initial syllable
Bulat,146.383575520503,кыегындагысында,ы,ɯ,492.19155251195696,1246.8685219237238,2440.435704352639,5,гы,outside initial syllable
Bulat,146.56016578913506,кыегындагысында,ы,ɯ,367.3315848913426,2140.5019752273747,2427.367346452973,6,сын,outside initial syllable
Bulat,146.80373857345515,кыегындагысында,а,ɑ,654.2747133536144,1379.5529530535782,2533.856148895809,7,да,final syllable
Bulat,147.92603178467428,өйләренә,ө,œ,278.72697755771514,2109.8274401397853,2593.9051861201388,1,өй,initial syllable
Bulat,148.1037000907828,өйләренә,ә,æ,524.0528360530185,1721.7461792179113,2464.4790502010683,2,лә,outside initial syllable
Bulat,148.2176395479611,өйләренә,е,e,466.1353571695562,1695.3287792842048,2620.8158338930953,3,ре,outside initial syllable
Bulat,148.41751639233317,өйләренә,ә,æ,581.3847016357912,1755.3111036298355,2840.257544765056,4,нә,final syllable
Bulat,149.1157418145402,башкалардан,а,ɒ,543.6864908701855,1151.889327827428,2266.560466842104,1,баш,initial syllable
Bulat,149.35430094121097,башкалардан,а,ɒ,581.1095918192271,1127.4966310606985,2427.4215719697063,2,ка,outside initial syllable
Bulat,149.47414050249625,башкалардан,а,ɑ,590.3715547775695,1279.055087830688,2470.001711481821,3,лар,outside initial syllable
Bulat,149.69029971116973,башкалардан,а,ɑ,667.688393695983,1341.1868042154213,2759.6016400681456,4,дан,final syllable
Bulat,150.26251225003028,энебезнең,е,e,446.49541868542,1709.868482100614,2740.2655705407683,1,э,initial syllable
Bulat,150.38843956363684,энебезнең,е,e,446.151276534246,1766.2262508371866,2703.6125971344227,2,не,outside initial syllable
Bulat,150.525814814844,энебезнең,е,e,398.9404157810365,1635.166352725336,2582.148612273304,3,без,outside initial syllable
Bulat,150.80628928605861,энебезнең,е,e,467.5560715027082,1946.698416284296,2780.182783539584,4,нең,final syllable
Bulat,152.64688120027444,мөмкинлегегез,ө,œ,487.5584703995781,1718.3889018965774,2453.509096847946,1,мөм,initial syllable
Bulat,152.88617580452006,мөмкинлегегез,и,i,351.9520527290545,2351.484341150654,2635.8525731320833,2,кин,outside initial syllable
Bulat,153.0563635518029,мөмкинлегегез,е,e,448.372401536718,1915.2042490979004,2455.793620713075,3,ле,outside initial syllable
Bulat,153.1917158076812,мөмкинлегегез,е,e,395.8615489687072,1927.425293275333,2311.053464922727,4,ге,outside initial syllable
Bulat,153.366116959928,мөмкинлегегез,е,e,476.6760428636734,1776.1009151977871,2363.8205293704127,5,гез,final syllable
Bulat,154.37647790339153,утынлык,у,u,385.81664043688806,935.3614489174086,2551.979661681039,1,у,initial syllable
Bulat,154.54435714285708,утынлык,ы,ɯ,520.4880013139456,1255.561770587674,2861.5977337612817,2,тын,outside initial syllable
Bulat,154.77015210688586,утынлык,ы,ɯ,511.33518238740936,1177.4477503193482,2792.099600508421,3,лык,final syllable
Bulat,156.2777462557341,кортыдай,о,o,462.89630173602563,1104.1696053661985,2225.6391501245744,1,кор,initial syllable
Bulat,156.50007990977042,кортыдай,ы,ɯ,434.2497655669011,1320.1934701156106,2502.4981047189744,2,ты,outside initial syllable
Bulat,156.67806314085948,кортыдай,а,ɑ,631.628914868796,1315.327098599178,2486.799610047952,3,дай,final syllable
Bulat,157.81005957954557,бу,у,u,394.7845786308698,788.361347264106,2628.050189169201,1,бу,initial syllable
Bulat,158.75413005303818,үлеменә,ү,y,313.5959159612493,1050.4455888126513,2199.882333385704,,,
Bulat,158.89476853072412,үлеменә,е,e,426.4059467779126,1698.798107360616,2531.9679715433704,1,ү,initial syllable
Bulat,159.0231550410584,үлеменә,е,e,443.8035441903392,1780.5642973804574,2659.891691753809,2,ле,outside initial syllable
Bulat,159.26444883707669,үлеменә,ә,æ,622.6416436593703,1749.9546161096466,2738.03616879253,3,ме,final syllable
Bulat,160.45805729701954,борыныңа,о,o,454.91879033588884,1210.9933544942405,2397.783380143373,1,бо,initial syllable
Bulat,160.54107913669066,борыныңа,ы,ɯ,466.1342690726217,1285.7128547618875,2374.248545278997,2,ры,outside initial syllable
Bulat,160.684848663926,борыныңа,ы,ɯ,538.1076005988654,1189.8965016564905,2332.5639421079277,3,ны,outside initial syllable
Bulat,160.92885187564238,борыныңа,а,ɑ,566.3808874255177,1306.6057097808741,2871.3165285658174,4,ңа,final syllable
Bulat,161.88455035971222,урыйм,у,u,446.75155105763963,879.2745292555456,2371.244909519104,1,у,initial syllable
Bulat,161.97120246659813,урыйм,ы,ɯ,458.19977313068586,1298.229354600929,2262.7390694919745,2,рыйм,final syllable
Bulat,163.00909041950115,бәхетлебез,ә,æ,645.1932721598663,1472.3553040538925,2551.6404222678148,1,бә,initial syllable
Bulat,163.16908537132588,бәхетлебез,е,e,501.3503767126232,1377.006417989408,2466.204159059151,2,хет,outside initial syllable
Bulat,163.377628020016,бәхетлебез,е,e,483.77480767805764,1618.7925528830247,2578.7597212442183,3,ле,outside initial syllable
Bulat,163.5140222771148,бәхетлебез,е,e,461.4351498599649,1541.8381644083775,2509.82327219462,4,без,final syllable
Bulat,164.4638784686536,дөньясына,ө,œ,451.25129760222313,1491.635322560539,2496.823654162345,1,дөн,initial syllable
Bulat,164.68220918367348,дөньясына,ә,æ,564.1278684201898,1337.2653102513796,2419.027043254483,2,ья,outside initial syllable
Bulat,164.85173329907502,дөньясына,ы,ɯ,531.1017351956963,1368.2356782666652,2659.743341006395,3,сы,outside initial syllable
Bulat,165.01602569373068,дөньясына,а,ɑ,732.8287023745564,1477.527084980556,2894.0740563432378,4,на,final syllable
Bulat,166.31976014902364,тезенә,е,e,405.46485118773535,1705.555573345103,2534.916223710283,1,те,initial syllable
Bulat,166.47226785714287,тезенә,е,e,500.38100648742693,1844.9926380004636,2706.847344989317,2,зе,outside initial syllable
Bulat,166.6984298561151,тезенә,ә,æ,585.9727649326397,1796.9245268823295,2808.550218398692,3,нә,final syllable
Bulat,167.78489493575202,дәмендә,ә,æ,564.810736635019,1778.9318935823728,2496.6698695501946,1,дә,initial syllable
Bulat,167.9353218717543,дәмендә,е,e,458.2769063361097,1782.8117554491657,2676.9600090037843,2,мен,outside initial syllable
Bulat,168.25756526207599,дәмендә,ә,æ,562.6065328750186,1733.945492137614,2558.7067707927067,3,дә,final syllable
Bulat,169.56710945529292,кояшыгызны,о,o,357.5750044558928,1924.4154771528863,2024.9895184586694,1,к,initial syllable
Bulat,169.71624229188075,кояшыгызны,а,ɑ,497.662702803407,1262.236203443293,2205.058295332416,2,оя,outside initial syllable
Bulat,169.90159059487104,кояшыгызны,ы,ɯ,442.51635993191496,1247.8059886390774,2455.6753347990257,3,шы,outside initial syllable
Bulat,170.05008093525174,кояшыгызны,ы,ɯ,507.5395694939444,1301.4475307516298,2428.389116390741,4,гыз,outside initial syllable
Bulat,170.44019285591938,кояшыгызны,ы,ɯ,526.5584175452784,1479.3514410221226,2472.0223337333277,5,ны,final syllable
Bulat,171.53591346714174,үзебезнең,ү,y,322.89926523454415,1324.6022187008987,2116.373648829738,,,
Bulat,171.70009640650454,үзебезнең,е,e,397.53265789280687,1615.0357095216089,2413.299912604237,1,ү,initial syllable
Bulat,171.8232336110266,үзебезнең,е,e,372.10313502735784,1517.2608452453196,2455.107253870113,2,зе,outside initial syllable
Bulat,172.05308972613452,үзебезнең,е,e,502.71960107053786,1760.7177444780084,2625.093169624456,3,без,outside initial syllable
